id,name,brewery_type
sand-city-brewing-co-northport,Sand City Brewing Co.,micro
hardywood-park-craft-brewery-charlottesville-charlottesville,Hardywood Park Craft Brewery-Charlottesville,micro
random-row-brewing-co-charlottesville,Random Row Brewing Co.,micro
hardywood-west-creek-richmond,Hardywood West Creek,micro
kindred-spirit-brewing-richmond,Kindred Spirit Brewing,brewpub
hare-in-the-forest-potter-valley,Hare In the Forest,micro
harlem-blue-beer-new-york,Harlem Blue Beer,proprietor
harlem-brewing-co-new-york,Harlem Brewing Co,contract
harpoon-brewery-vermont-windsor,Harpoon Brewery - Vermont,regional
harsens-island-beer-co-marysville,Harsens Island Beer Co.,brewpub
harvest-moon-brewerycafe-new-brunswick,Harvest Moon Brewery/Cafe,brewpub
harvest-moon-brewing-belt,Harvest Moon Brewing,micro
harvest-seasonal-kitchen-mckinney,Harvest Seasonal Kitchen,brewpub
tupps-brewery-mckinney,Tupps Brewery,micro
hasseman-brewing-coshocton,Hasseman Brewing,micro
hatchet-brewing-company-southern-pines,Hatchet Brewing Company,planning
southern-pines-brewing-company-southern-pines,Southern Pines Brewing Company,micro
hawaii-nui-brewing-hilo,Hawaii Nui Brewing,closed
hilo-brewing-co-hilo,Hilo Brewing Co,micro
hawksbill-brewing-company-luray,Hawksbill Brewing Company,micro
hayes-public-house-buffalo,Hayes Public House,micro
hayesville-brewing-co-hayesville,Hayesville Brewing Co,brewpub
haymarket-brewery-and-taproom-bridgman,Haymarket Brewery and Taproom,micro
tapistry-brewing-company-bridgman,Tapistry Brewing Company,micro
transient-artisan-ales-bridgman,Transient Artisan Ales,micro
haymarket-pub-and-brewery-chicago,Haymarket Pub and Brewery,brewpub
old-town-abbey-ales-chicago,Old Town Abbey Ales,proprietor
headflyer-brewing-minneapolis,HeadFlyer Brewing,micro
surly-brewing-company-minneapolis,Surly Brewing Company,regional
headlands-brewing-company-mill-valley,Headlands Brewing Company,proprietor
mill-valley-beer-works-mill-valley,Mill Valley Beer Works,brewpub
headless-mumby-brewing-olympia,Headless Mumby Brewing,micro
headstrong-brewery-douglas,HeadStrong Brewery,micro
headtrip-brewery-stow,Headtrip Brewery,micro
heartland-brewery-new-york,Heartland Brewery,contract
heaven-and-ale-brewing-co-chattanooga,Heaven & Ale Brewing Co,brewpub
heavenly-vineyards-morley,Heavenly Vineyards,micro
heavens-gate-brewery-riggins,Heaven's Gate Brewery,micro
heavier-than-air-brewing-co-centerville,Heavier Than Air Brewing Co,micro
nowhere-in-particular-brewing-company-dayton,Nowhere In Particular Brewing Company,proprietor
heavily-brewing-company-montour-falls,Heavily Brewing Company,micro
heavy-reel-brewing-seaside-heights,Heavy Reel Brewing,micro
heavy-riff-brewing-saint-louis,Heavy Riff Brewing,brewpub
heirloom-rustic-ales-tulsa,Heirloom Rustic Ales,micro
helderberg-brewery-rensselaerville,Helderberg Brewery,micro
helderberg-mountain-brewing-company-east-berne,Helderberg Mountain Brewing Company,micro
helicon-brewing-oakdale,Helicon Brewing,micro
helio-basin-brewing-company-phoenix,Helio Basin Brewing Company,brewpub
ohso-eatery-nanobrewery-phoenix,O.H.S.O. Eatery + NanoBrewery,brewpub
hell-n-blazes-brewing-company-melbourne,Hell 'n Blazes Brewing Company,micro
hellbender-brewing-company-washington,Hellbender Brewing Company,micro
helltown-brewing-mount-pleasant,Helltown Brewing,micro
helmsman-alehouse-newport-beach-brewing-co-newport-beach,Helmsman Alehouse - Newport Beach Brewing Co,micro
helton-brewing-company-phoenix,Helton Brewing Company,brewpub
hemisphere-brewing-co-rockwall,Hemisphere Brewing Co,micro
henderson-brewing-company-henderson,Henderson Brewing Company,planning
henhouse-brewing-santa-rosa,HenHouse Brewing,micro
old-possum-brewing-company-santa-rosa,Old Possum Brewing Company,brewpub
seismic-brewing-co-santa-rosa,Seismic Brewing Co,micro
henniker-brewing-company-llc-henniker,"Henniker Brewing Company, LLC",micro
henry-and-fran-brewing-west-boylston,Henry And Fran Brewing,micro
henson-brewing-burbank,Henson Brewing,micro
lincoln-beer-company-burbank,Lincoln Beer Company,micro
here-and-now-brewing-co-honesdale,Here and Now Brewing Co,brewpub
irving-cliff-brewery-honesdale,Irving Cliff Brewery,brewpub
hereford-and-hops-steakhouse-and-brewpub-escanaba,Hereford and Hops Steakhouse and Brewpub,brewpub
upper-hand-brewery-escanaba,Upper Hand Brewery,micro
herkimer-pub-and-brewery-minneapolis,Herkimer Pub and Brewery,brewpub
lynlake-brewery-minneapolis,LynLake Brewery,micro
hermiston-brewing-co-hermiston,Hermiston Brewing Co,brewpub
hermit-thrush-brewery-llc-brattleboro,"Hermit Thrush Brewery, LLC",micro
mcneills-brewery-brattleboro,McNeills Brewery,brewpub
whetstone-craft-beers-whetstone-station-brattleboro,Whetstone Craft Beers @ Whetstone Station,brewpub
heroes-brewing-company-rochester,Heroes Brewing Company,micro
k2-brothers-brewing-rochester,K2 Brothers Brewing,brewpub
rohrbach-brewing-company-rochester,Rohrbach Brewing Company,brewpub
rohrbachs-railroad-st-brewery-rochester,Rohrbach's Railroad St Brewery,micro
the-lost-borough-brewing-company-rochester,The Lost Borough Brewing Company,micro
heroes-restaurant-and-brewery-riverside,Heroes Restaurant and Brewery,brewpub
hexagon-brewing-co-knoxville,Hexagon Brewing Co,micro
hi-sign-brewing-austin,Hi Sign Brewing,micro
hickory-brewery-american-honor-ale-house-and-brewery-hickory,Hickory Brewery / American Honor Ale House and Brewery,micro
olde-hickory-brewery-and-amos-howards-hickory,Olde Hickory Brewery & Amos Howards,brewpub
olde-hickory-brewery-production-hickory,Olde Hickory Brewery - Production,micro
hickory-nut-gorge-brewery-lake-lure,Hickory Nut Gorge Brewery,micro
hidden-cove-brewing-co-wells,Hidden Cove Brewing Co,micro
hidden-river-brewing-co-douglassville,Hidden River Brewing Co,brewpub
hidden-sands-brewing-company-egg-harbor-township,Hidden Sands Brewing Company,micro
tuckahoe-brewing-co-egg-harbor-township,Tuckahoe Brewing Co,micro
hidden-springs-ale-works-tampa,Hidden Springs Ale Works,micro
ulele-spring-brewery-tampa,Ulele Spring Brewery,brewpub
hidden-stories-brewing-company-millerstown,Hidden Stories Brewing Company,planning
hideaway-brewing-co-auburn,Hideaway Brewing Co,micro
rock-wood-fired-pizza-and-brewery-auburn-auburn,Rock Wood Fired Pizza & Brewery - Auburn,contract
hideaway-park-brewery-winter-park,Hideaway Park Brewery,micro
the-peak-brewing-company-winter-park,The Peak Brewing Company,brewpub
hideout-brewing-co-grand-rapids,Hideout Brewing Co,brewpub
high-alpine-brewing-company-gunnison,High Alpine Brewing Company,brewpub
high-and-dry-brewing-albuquerque,High and Dry Brewing,micro
high-cotton-brewing-memphis,High Cotton Brewing,micro
high-desert-brewing-co-las-cruces,High Desert Brewing Co,brewpub
spotted-dog-brewery-las-cruces,Spotted Dog Brewery,brewpub
high-gravity-brewing-company-tulsa,High Gravity Brewing Company,micro
high-ground-brewery-saint-francisville,High Ground Brewery,planning
high-ground-brewing-terra-alta,High Ground Brewing,micro
high-hops-brewery-windsor,High Hops Brewery,micro
mash-lab-brewing-windsor,Mash Lab Brewing,micro
high-perch-brewing-company-amsterdam,High Perch Brewing Company,micro
high-plains-brewing-laurel,High Plains Brewing,micro
high-point-brewing-co-inc-butler,"High Point Brewing Co, Inc.",micro
high-speed-low-drag-brewing-llc-alexandria,High Speed Low Drag Brewing LLC,planning
high-water-brewing-stockton,High Water Brewing,proprietor
valley-brewing-co-stockton,Valley Brewing Co,brewpub
highland-park-brewery-los-angeles-1,Highland Park Brewery,micro
solarc-brewing-los-angeles,Solarc Brewing,contract
highside-brewery-frisco,HighSide Brewery,micro
outer-range-brewing-co-frisco,Outer Range Brewing Co,micro
hightower-brewing-co-rayland,Hightower Brewing Co,micro
highway-1-brewing-company-pescadero,Highway 1 Brewing Company,brewpub
highway-14-brewing-company-albion,Highway 14 Brewing Company,micro
highway-79-brewery-hot-springs,Highway 79 Brewery,closed
hiho-brewing-co-cuyahoga-falls,HiHO Brewing Co,brewpub
mcarthurs-brew-house-cuyahoga-falls,McArthur's Brew House,micro
ohio-brewing-company-cuyahoga-falls,Ohio Brewing Company,micro
hijinx-brewing-co-allentown,HiJinx Brewing Co,micro
hill-country-farm-brewery-jamesville,Hill Country Farm Brewery,planning
hillcrest-brewing-company-san-diego,Hillcrest Brewing Company,brewpub
hillsboro-brewing-company-hillsboro,Hillsboro Brewing Company,brewpub
hillsdale-brewing-company-hillsdale,Hillsdale Brewing Company,brewpub
hilton-head-brewing-co-hilton-head-island,Hilton Head Brewing Co,brewpub
wooden-skiff-beer-company-hilton-head-island,Wooden Skiff Beer Company,micro
historic-brewing-company-flagstaff,Historic Brewing Company,micro
wanderlust-brewing-company-flagstaff,Wanderlust Brewing Company,micro
historyquest-llc-morristown,"HistoryQuest, LLC",planning
hitchcock-brewing-company-whately,Hitchcock Brewing Company,micro
hitchhiker-brewing-co-pittsburgh,Hitchhiker Brewing Co.,brewpub
hix-farm-brewery-cookeville,Hix Farm Brewery,micro
jig-head-brewing-company-cookeville,Jig Head Brewing Company,micro
red-silo-brewing-co-cookeville,Red Silo Brewing Co,micro
hobbs-tavern-and-brewing-co-west-ossipee,Hobbs Tavern & Brewing Co.,brewpub
hodads-brewing-company-san-diego,Hodad's Brewing Company,planning
quantum-brewing-co-san-diego,Quantum Brewing Co,micro
hofbrauhaus-chicago-rosemont,Hofbrauhaus Chicago,brewpub
hofbrauhaus-cleveland-cincinatti-restaurant-group-cleveland,Hofbrauhaus Cleveland / Cincinatti Restaurant Group,brewpub
masthead-brewing-co-cleveland,Masthead Brewing Co,brewpub
noble-beast-brewing-co-cleveland,Noble Beast Brewing Co.,brewpub
hofbrauhaus-newport-newport,Hofbrauhaus Newport,brewpub
wooden-cask-brewing-company-newport,Wooden Cask Brewing Company,micro
hofbrauhaus-pittsburgh-pittsburgh,Hofbrauhaus Pittsburgh,brewpub
hofbrauhaus-st-louis-belleville-belleville,Hofbrauhaus St. Louis-Belleville,brewpub
hog-island-beer-company-orleans,Hog Island Beer Company,micro
hog-river-brewing-co-hartford,Hog River Brewing Co,micro
hoh-river-brewery-tumwater,Hoh River Brewery,micro
hoi-polloi-brewpub-and-beat-lounge-berkeley,Hoi Polloi Brewpub and Beat Lounge,micro
hold-fast-brewing-springfield,Hold Fast Brewing,micro
lost-signal-brewing-company-springfield,Lost Signal Brewing Company,brewpub
mothers-brewing-co-springfield,Mother's Brewing Co,micro
springfield-brewing-co-springfield,Springfield Brewing Co,brewpub
hold-out-brewing-austin,Hold Out Brewing,micro
hollywood-brewing-co-hollywood-1,Hollywood Brewing Co,micro
hollywood-brewing-co-hollywood-2,Hollywood Brewing Co,brewpub
holsopple-brewing-louisville,Holsopple Brewing,micro
holy-mountain-brewing-co-seattle,Holy Mountain Brewing Co,micro
rooftop-brewing-co-seattle,Rooftop Brewing Co,micro
homage-brewing-pomona,Homage Brewing,micro
home-brewing-co-of-pennsylvania-conneaut-lake,Home Brewing Co Of Pennsylvania,planning
homegrown-brewing-company-oxford,HomeGrown Brewing Company,brewpub
homeplace-beer-co-burnsville,Homeplace Beer Co,micro
homes-brewery-ann-arbor,HOMES Brewery,brewpub
townies-brewery-ann-arbor,Townies Brewery,brewpub
wolverine-state-brewing-co-ann-arbor,Wolverine State Brewing Co,brewpub
homestead-beer-co-heath,Homestead Beer Co.,micro
hometown-cellars-winery-and-brewery-ithaca,Hometown Cellars Winery & Brewery,micro
honest-weight-artisan-beer-orange,Honest Weight Artisan Beer,micro
honey-hollow-brewery-earlton,Honey Hollow Brewery,micro
hoodoo-brewing-co-fairbanks,HooDoo Brewing Co,micro
midnite-mine-brewpub-fairbanks,Midnite Mine Brewpub,micro
hoof-hearted-brewing-marengo,Hoof Hearted Brewing,micro
hook-point-brewing-co-collierville,Hook Point Brewing Co.,proprietor
hop-and-barrel-brewing-company-llc-hudson,Hop & Barrel Brewing Company LLC,micro
pitchfork-brewing-hudson,Pitchfork Brewing,micro
hop-barn-brewing-greenville,Hop Barn Brewing,micro
hop-butcher-for-the-world-darien,Hop Butcher For the World,micro
miskatonic-brewing-company-darien,Miskatonic Brewing Company,micro
hop-creek-pub-napa,Hop Creek Pub,brewpub
the-runway-by-patrick-napa,The Runway By Patrick,brewpub
hop-cycle-brewing-company-banks,Hop Cycle Brewing Company,brewpub
hop-garden-brewing-belleville,Hop Garden Brewing,contract
hop-haus-brewing-co-verona,Hop Haus Brewing Co,brewpub
wisconsin-brewing-co-verona,Wisconsin Brewing Co,regional
hop-head-farms-brewing-llc-baroda,"Hop Head Farms Brewing, LLC",planning
round-barn-brewery-and-public-house-baroda,Round Barn Brewery & Public House,micro
round-barn-brewery-round-barn-winery-baroda,Round Barn Brewery / Round Barn Winery,micro
hop-lot-brewing-co-suttons-bay,Hop Lot Brewing Co.,brewpub
hop-n-keg-brewery-the-quarry-steakhouse-and-brewpub-vernal,Hop N' Keg Brewery / The Quarry Steakhouse and Brewpub,brewpub
vernal-brewing-company-vernal,Vernal Brewing Company,micro
hop-quest-brewing-company-wheatfield,Hop Quest Brewing Company,planning
hop-river-brewing-company-fort-wayne,Hop River Brewing Company,micro
junk-ditch-brewing-company-fort-wayne,Junk Ditch Brewing Company,micro
hop-secret-brewing-co-monrovia,Hop Secret Brewing Co,micro
pacific-plate-brewing-co-monrovia,Pacific Plate Brewing Co,micro
trader-joes-west-coast-office-monrovia,Trader Joes - West Coast Office,contract
hop-soul-brewery-brunswick,Hop Soul Brewery,planning
hop-tree-brewing-company-ltd-hudson,Hop Tree Brewing Company Ltd,brewpub
hop-valley-brewing-co-springfield,Hop Valley Brewing Co,large
plank-town-brewing-springfield,Plank Town Brewing,micro
hopkins-ordinary-ale-works-sperryville,Hopkins Ordinary Ale Works,micro
pen-druid-brewing-sperryville,Pen Druid Brewing,micro
hopkinsville-brewing-company-hopkinsville,Hopkinsville Brewing Company,micro
hoplife-brewing-company-port-saint-lucie,HopLife Brewing Company,micro
hopn-moose-brewing-company-rutland,Hop'n Moose Brewing Company,brewpub
hopped-up-brewing-company-spokane,Hopped Up Brewing Company,closed
no-drought-brewing-co-spokane-valley,No Drought Brewing Co,micro
twelve-string-brewing-co-spokane,Twelve String Brewing Co,micro
hoppin-frog-brewing-co-akron,Hoppin' Frog Brewing Co,micro
hopping-gnome-brewing-company-wichita,Hopping Gnome Brewing Company,micro
hoppy-brewing-co-sacramento,Hoppy Brewing Co,brewpub
porchlight-brewing-company-sacramento,Porchlight Brewing Company,micro
tower-brewing-co-sacramento,Tower Brewing Co,micro
hops-and-pops-middleburg,Hops and Pops,planning
hops-bitters-and-mash-allen-park,"Hops, Bitters, And Mash",planning
hops-grillhouse-and-brewery-alexandria,Hops Grillhouse and Brewery,contract
hopscratch-farm-and-brewery-harwood,HopScratch Farm & Brewery,planning
hopshire-farm-and-brewery-freeville,Hopshire Farm and Brewery,micro
hopskeller-brewing-company-waterloo,Hopskeller Brewing Company,brewpub
stubborn-german-brewing-co-waterloo,Stubborn German Brewing Co,micro
hopsters-newton,Hopsters,brewpub
hopvine-brewing-company-aurora,Hopvine Brewing Company,brewpub
hoquiam-brewing-company-hoquiam,Hoquiam Brewing Company,micro
horny-toad-brewing-co-llc-rowena,"Horny Toad Brewing Co, LLC",micro
horse-thief-hollow-brewery-chicago,Horse Thief Hollow Brewery,brewpub
open-outcry-chicago,Open Outcry,brewpub
hoster-brewing-co-columbus,Hoster Brewing Co,contract
hourglass-brewing-longwood,Hourglass Brewing,micro
housatonic-river-brewing-new-milford,Housatonic River Brewing,planning
house-beer-venice,House Beer,proprietor
venice-ale-house-brewing-co-venice,Venice Ale House Brewing Co,contract
venice-duck-brewery-venice,Venice Duck Brewery,contract
house-of-pendragon-brewing-co-sanger,House Of Pendragon Brewing Co,micro
hubbleton-brewing-waterloo,Hubbleton Brewing,micro
hubrew-beer-jackson,Hubrew Beer,micro
huckleberry-brewing-company-alexandria,Huckleberry Brewing Company,micro
hudson-ale-works-highland,Hudson Ale Works,brewpub
huff-brewing-company-llc-bellville,"Huff Brewing Company, LLC",micro
hugger-mugger-brewing-company-sanford,Hugger Mugger Brewing Company,micro
hullabaloo-diner-college-station,Hullabaloo Diner,brewpub
new-republic-brewing-college-station,New Republic Brewing,micro
tree-farm-brewing-company-llc-college-station,"Tree Farm Brewing Company, LLC",contract
human-village-brewing-co-pitman,Human Village Brewing Co.,micro
kelly-green-brewing-co-pitman,Kelly Green Brewing Co.,micro
humble-abode-brewery-spokane,Humble Abode Brewery,micro
square-wheel-brewing-co-spokane,Square Wheel Brewing Co,micro
humble-farmer-brewing-co-imperial,Humble Farmer Brewing Co.,brewpub
pentagonal-brewing-co-imperial,Pentagonal Brewing Co,closed
humble-farmer-brewing-co-inc-holtville,"Humble Farmer Brewing Co., Inc.",micro
humble-sea-brewing-co-santa-cruz,Humble Sea Brewing Co,brewpub
santa-cruz-aleworks-santa-cruz,Santa Cruz Aleworks,closed
santa-cruz-mountain-brewing-santa-cruz,Santa Cruz Mountain Brewing,brewpub
shanty-shack-brewing-santa-cruz,Shanty Shack Brewing,brewpub
uncommon-brewers-santa-cruz,Uncommon Brewers,closed
woodhouse-blending-and-brewing-santa-cruz,Woodhouse Blending & Brewing,planning
humboldt-regeneration-mckinleyville,Humboldt Regeneration,micro
six-rivers-brewery-mckinleyville,Six Rivers Brewery,brewpub
humboldt-springs-brewing-co-eureka,Humboldt Springs Brewing Co,planning
lost-coast-brewery-and-cafe-table-bluff-brewing-inc-eureka,"Lost Coast Brewery and Cafe - Table Bluff Brewing, Inc.",regional
redwood-curtain-brewing-co-eureka,Redwood Curtain Brewing Co,micro
the-booth-brewing-co-eureka,The Booth Brewing Co.,micro
humperdinks-arlington-arlington,Humperdinks - Arlington,brewpub
